time;codice;risposta
13:16:21.570;G1 F900.000;ok
13:16:21.575;G1 X90.291 Y100.491 E10.94455;ok
13:16:21.586;G1 X89.507 Y100.292 E10.96857;ok
13:16:21.586;G1 X89.708 Y99.507 E10.99263;ok
13:16:21.590;G1 X90.440 Y99.696 E11.01508;ok
13:16:21.602;M204 S1000;ok
13:16:21.609;G1 X90.378 Y99.446 F9000.000;ok
13:16:21.609;G1 F1200.000;ok
13:16:21.655;G1 X90.880 Y98.964 E11.02363;ok
13:16:21.688;G1 X91.066 Y98.755 E11.02707;ok
13:16:21.709;G1 X91.261 Y98.575 E11.03111;ok
13:16:21.713;G1 X91.747 Y98.090 E11.04361;ok
13:16:21.729;G1 X91.884 Y97.911 E11.04849;ok
13:16:21.777;G1 X92.280 Y97.490 E11.06097;ok
13:16:21.802;G1 X92.476 Y97.150 E11.06944;ok
13:16:21.815;G1 X91.044 Y99.255 F9000.000;ok
13:16:21.826;G1 X90.915 Y99.580;ok
13:16:21.869;G1 X90.896 Y99.648;ok
13:16:21.869;G1 X90.854 Y99.811;ok
13:16:21.878;G1 X90.758 Y100.178;ok
13:16:21.886;G1 X91.308 Y101.033;ok
13:16:21.923;G1 F1200.000;ok
13:16:21.984;G1 X90.723 Y100.602 E11.09579;ok
13:16:22.094;G1 X90.769 Y100.524 E11.09909;ok
13:16:22.140;G1 X90.821 Y100.451 E11.10202;ok
13:16:22.146;G1 X90.872 Y100.378 E11.10461;ok
13:16:22.163;G1 X90.551 Y100.378 F9000.000;ok
13:16:22.203;G1 F1200.000;ok
13:16:22.218;G1 X91.037 Y100.882 E11.11290;ok
13:16:22.232;G1 X91.241 Y101.068 E11.11617;ok
13:16:22.259;G1 X91.424 Y101.263 E11.12020;ok
13:16:22.267;G1 X91.909 Y101.747 E11.13259;ok
13:16:22.277;G1 X92.088 Y101.884 E11.13745;ok
13:16:22.306;G1 X92.509 Y102.280 E11.14995;ok
13:16:22.325;G1 X92.849 Y102.476 E11.15842;ok
13:16:22.382;G1 X90.743 Y101.044 F9000.000;ok
13:16:22.389;G1 X90.420 Y100.915;ok
13:16:22.394;G1 X90.352 Y100.896;ok
13:16:22.399;G1 X90.189 Y100.854;ok
13:16:22.399;G1 X89.820 Y100.758;ok
13:16:22.407;G1 X87.522 Y102.850;ok
13:16:22.441;M105;ok T:220.5 /220.0 B:69.9 /70.0 T0:220.5 /220.0 @:40 B@:58
13:16:22.441;G1 F1200.000;ok
13:16:22.486;G1 X87.719 Y102.510 E11.16696;ok
13:16:22.492;G1 X87.783 Y102.433 E11.16913;ok
13:16:22.496;G1 X87.887 Y102.330 E11.17264;ok
13:16:22.503;G1 X88.116 Y102.087 E11.18143;ok
13:16:22.510;G1 X88.285 Y101.867 E11.18644;ok
13:16:22.524;G1 X88.526 Y101.623 E11.19371;ok
13:16:22.559;G1 X88.966 Y101.201 E11.20119;ok
13:16:22.573;G1 X89.041 Y101.119 E11.20280;ok
13:16:22.588;G1 X89.116 Y101.037 E11.20466;ok
13:16:22.620;G1 X89.620 Y100.554 E11.21700;ok
13:16:22.632;G1 X89.620 Y100.873 F9000.000;ok
13:16:22.660;G1 F1200.000;ok
13:16:22.715;G1 X89.474 Y100.770 E11.22215;ok
13:16:22.742;G1 X89.398 Y100.721 E11.22545;ok
13:16:22.742;G1 X88.972 Y101.302 E11.25184;ok
13:16:22.748;G1 X89.240 Y99.820 F9000.000;ok
13:16:22.756;G1 X88.906 Y99.062;ok
13:16:22.756;G1 F1200.000;ok
13:16:22.764;G1 X88.887 Y99.043 E11.25224;ok
13:16:22.872;G1 X88.769 Y98.946 E11.25440;ok
13:16:22.874;G1 X88.379 Y98.529 E11.26149;ok
13:16:22.875;G1 X88.130 Y98.283 E11.26889;ok
13:16:22.883;G1 X87.911 Y98.115 E11.27390;ok
13:16:22.889;G1 X87.668 Y97.887 E11.28270;ok
13:16:22.901;G1 X87.566 Y97.784 E11.28622;ok
13:16:22.915;G1 X87.489 Y97.720 E11.28839;ok
13:16:22.932;G1 X87.149 Y97.522 E11.29694;ok
13:16:22.963;G1 E1.29694 F4800.000;ok
13:16:22.963;G92 E0;ok
13:16:22.970;G1 Z2.600 F9000.000;ok
13:16:22.977;G1 X89.257 Y98.958;ok
13:16:23.009;G1 X89.579 Y99.083;ok
13:16:23.009;G1 X89.645 Y99.102;ok
13:16:23.029;G1 X90.178 Y99.240;ok
13:16:23.041;G1 X92.684 Y96.830;ok
13:16:23.047;G1 X96.881 Y96.305;ok
13:16:23.078;G1 Z2.400;ok
13:16:23.084;G1 E10.00000 F3600.000;ok
13:16:23.084;M204 S500;ok
13:16:23.126;G1 F900.000;ok
13:16:23.157;G1 X96.687 Y96.202 E10.00653;ok
13:16:23.201;G1 X96.389 Y95.937 E10.01837;ok
13:16:23.212;G1 X96.536 Y95.661 E10.02765;ok
13:16:23.219;G1 X96.425 Y95.400 E10.03608;ok
13:16:23.232;G1 X96.950 Y95.649 E10.05334;ok
13:16:23.248;G1 X97.135 Y95.828 E10.06098;ok
13:16:23.255;G1 X97.162 Y96.151 E10.07059;ok
13:16:23.263;G1 X97.243 Y96.270 E10.07489;ok
13:16:23.283;G1 X97.298 Y96.415 E10.07949;ok
13:16:23.522;G1 X97.286 Y96.435 E10.08016;ok
13:16:23.637;M105;ok T:220.1 /220.0 B:70.0 /70.0 T0:220.1 /220.0 @:46 B@:40
13:16:23.704;G1 X97.357 Y96.841 E10.09240;ok
13:16:23.705;G1 X97.559 Y96.998 E10.10001;ok
13:16:23.709;G1 X97.644 Y97.164 E10.10554;ok
13:16:23.717;G1 X97.880 Y97.528 E10.11841;ok
13:16:23.727;G1 X97.963 Y97.643 E10.12263;ok
13:16:23.806;G1 X98.107 Y97.775 E10.12844;ok
13:16:23.903;G1 X98.248 Y98.188 E10.14139;ok
13:16:24.017;G1 X98.155 Y98.355 E10.14705;ok
13:16:24.253;G1 X98.003 Y98.345 E10.15158;ok
13:16:24.272;M73 P47 R8;ok
13:16:24.272;M73 Q47 S8;ok
13:16:24.300;G1 X97.844 Y98.217 E10.15765;ok
13:16:24.321;G1 X97.730 Y98.190 E10.16112;ok
13:16:24.321;G1 X97.678 Y98.020 E10.16640;ok
13:16:24.340;G1 X97.459 Y97.875 E10.17420;ok
13:16:24.379;G1 X97.358 Y97.707 E10.18003;ok
13:16:24.398;G1 X97.283 Y97.238 E10.19414;ok
13:16:24.420;G1 X97.011 Y96.709 E10.21180;ok
13:16:24.429;G1 X96.897 Y96.355 E10.22283;ok
13:16:24.439;M204 S1000;ok
13:16:24.468;G1 X96.922 Y96.089 F9000.000;ok
13:16:24.468;G1 E0.22283 F4800.000;ok
13:16:24.486;G92 E0;ok
13:16:24.486;G1 Z2.600 F9000.000;ok
13:16:24.497;G1 X98.033 Y98.100;ok
13:16:24.497;G1 Z2.400;ok
13:16:24.526;G1 E10.00000 F3600.000;ok
13:16:24.527;G1 F1200.000;ok
13:16:24.547;G1 X97.923 Y97.983 E10.00153;ok
13:16:24.578;G1 X97.884 Y97.890 E10.00250;ok
13:16:24.597;G1 X97.659 Y97.684 E10.00543;ok
13:16:24.601;G1 X97.493 Y97.416 E10.00844;ok
13:16:24.614;G1 E0.00844 F4800.000;ok
13:16:24.614;G92 E0;ok
13:16:24.622;G1 Z2.600 F9000.000;ok
13:16:24.633;M105;ok T:219.5 /220.0 B:70.2 /70.0 T0:219.5 /220.0 @:57 B@:6
13:16:24.633;G1 X97.472 Y97.916;ok
13:16:24.651;G1 X97.278 Y102.496;ok
13:16:24.666;G1 X97.331 Y102.540;ok
13:16:24.675;G1 X97.338 Y102.943;ok
13:16:24.699;G1 X97.192 Y104.550;ok
13:16:24.737;G1 Z2.400;ok
13:16:24.758;G1 E10.00000 F3600.000;ok
13:16:24.758;M204 S500;ok
13:16:24.764;G1 F900.000;ok
13:16:25.022;G1 X96.959 Y104.493 E10.00711;ok
13:16:25.133;G1 X96.826 Y104.288 E10.01436;ok
13:16:25.211;G1 X96.838 Y104.079 E10.02058;ok
13:16:25.326;G1 X96.879 Y104.035 E10.02235;ok
13:16:25.326;G1 X96.945 Y103.850 E10.02819;ok
13:16:25.560;G1 X97.131 Y103.594 E10.03756;ok
13:16:25.565;G1 X97.089 Y103.407 E10.04328;ok
13:16:25.572;G1 X97.293 Y103.120 E10.05372;ok
13:16:25.614;G1 X97.361 Y102.945 E10.05931;ok
13:16:25.622;G1 X97.330 Y102.816 E10.06322;ok
13:16:25.631;G1 X97.344 Y102.755 E10.06509;ok
13:16:25.848;M105;ok T:220.1 /220.0 B:70.2 /70.0 T0:220.1 /220.0 @:44 B@:18
13:16:25.963;G1 X97.333 Y102.609 E10.06945;ok
13:16:25.983;G1 X97.406 Y102.391 E10.07627;ok
13:16:25.989;G1 X97.433 Y102.188 E10.08235;ok
13:16:25.996;G1 X97.534 Y102.031 E10.08790;ok
13:16:26.067;G1 X97.856 Y101.686 E10.10193;ok
13:16:26.068;G1 X98.009 Y101.635 E10.10668;ok
13:16:26.115;G1 X98.171 Y101.653 E10.11152;ok
13:16:26.230;G1 X98.161 Y101.825 E10.11664;ok
13:16:26.465;G1 X98.218 Y101.874 E10.11887;ok
13:16:26.488;G1 X98.167 Y102.132 E10.12669;ok
13:16:26.505;G1 X98.055 Y102.349 E10.13393;ok
13:16:26.514;G1 X97.817 Y102.631 E10.14490;ok
13:16:26.518;G1 X97.799 Y102.696 E10.14688;ok
13:16:26.535;G1 X97.718 Y102.802 E10.15085;ok
13:16:26.557;G1 X97.581 Y103.046 E10.15916;ok
13:16:26.568;G1 X97.528 Y103.223 E10.16465;ok
13:16:26.592;G1 X97.524 Y103.413 E10.17029;ok
13:16:26.605;G1 X97.476 Y103.548 E10.17455;ok
13:16:26.613;G1 X97.519 Y103.803 E10.18223;ok
13:16:26.628;G1 X97.492 Y103.979 E10.18752;ok
13:16:26.642;G1 X97.528 Y104.032 E10.18942;ok
13:16:26.656;G1 X97.427 Y104.406 E10.20093;ok
13:16:26.669;G1 X97.236 Y104.522 E10.20755;ok
13:16:26.697;M204 S1000;ok
13:16:26.702;G1 X97.039 Y104.366 F9000.000;ok
13:16:26.716;G1 X97.149 Y104.205;ok
13:16:26.716;G1 F1200.000;ok
13:16:26.722;G1 X97.190 Y104.090 E10.21033;ok
13:16:26.759;G1 X97.553 Y102.513 F9000.000;ok
13:16:26.759;G1 F1200.000;ok
13:16:26.767;G1 X97.992 Y101.915 E10.22530;ok
13:16:26.774;G1 X97.945 Y101.852 F9000.000;ok
13:16:26.774;G1 F1200.000;ok
13:16:26.797;G1 X97.614 Y102.510 E10.23402;ok
13:16:26.797;G1 X97.520 Y102.713 E10.23610;ok
13:16:26.797;G1 X97.538 Y102.723 F9000.000;ok
13:16:26.806;G1 F1200.000;ok
13:16:26.811;G1 X97.692 Y102.124 E10.23898;ok
13:16:26.824;M105;ok T:220.8 /220.0 B:70.0 /70.0 T0:220.8 /220.0 @:34 B@:44
13:16:26.824;G1 E0.23898 F4800.000;ok
13:16:26.824;G92 E0;ok
13:16:26.832;G1 Z2.600 F9000.000;ok
13:16:26.832;G1 X97.323 Y102.563;ok
13:16:26.842;G1 X93.693 Y106.881;ok
13:16:26.843;G1 Z2.400;ok
13:16:26.853;G1 E10.00000 F3600.000;ok
13:16:26.853;M204 S500;ok
13:16:26.862;G1 F900.000;ok
13:16:26.892;G1 X93.796 Y106.687 E10.00652;ok
13:16:26.921;G1 X94.043 Y106.384 E10.01815;ok
13:16:26.931;G1 X94.339 Y106.536 E10.02803;ok
13:16:26.937;G1 X94.596 Y106.425 E10.03633;ok
13:16:26.950;G1 X94.351 Y106.950 E10.05352;ok
13:16:26.962;G1 X94.170 Y107.135 E10.06120;ok
13:16:26.972;G1 X93.848 Y107.162 E10.07080;ok
13:16:27.031;G1 X93.729 Y107.243 E10.07507;ok
13:16:27.074;G1 X93.582 Y107.298 E10.07974;ok
13:16:27.114;G1 X93.561 Y107.287 E10.08047;ok
13:16:27.124;G1 X93.159 Y107.357 E10.09257;ok
13:16:27.162;G1 X93.001 Y107.559 E10.10020;ok
13:16:27.393;G1 X92.836 Y107.644 E10.10571;ok
13:16:27.399;G1 X92.472 Y107.880 E10.11858;ok
13:16:27.514;G1 X92.357 Y107.963 E10.12279;ok
13:16:27.539;G1 X92.224 Y108.107 E10.12862;ok
13:16:27.652;G1 X91.896 Y108.230 E10.13903;ok
13:16:27.767;G1 X91.820 Y108.242 E10.14130;ok
13:16:28.002;M105;ok T:219.3 /220.0 B:70.1 /70.0 T0:219.3 /220.0 @:59 B@:34
13:16:28.024;G1 X91.642 Y108.151 E10.14725;ok
13:16:28.050;G1 X91.653 Y108.004 E10.15162;ok
13:16:28.054;G1 X91.782 Y107.845 E10.15771;ok
13:16:28.072;G1 X91.809 Y107.730 E10.16120;ok
13:16:28.091;G1 X91.977 Y107.678 E10.16642;ok
13:16:28.130;G1 X92.124 Y107.459 E10.17426;ok
13:16:28.147;G1 X92.292 Y107.358 E10.18006;ok
13:16:28.171;G1 X92.763 Y107.283 E10.19422;ok
13:16:28.180;G1 X93.289 Y107.011 E10.21183;ok
13:16:28.191;G1 X93.643 Y106.897 E10.22285;ok
13:16:28.219;M204 S1000;ok
13:16:28.236;G1 X93.908 Y106.923 F9000.000;ok
13:16:28.249;G1 E0.22285 F4800.000;ok
13:16:28.250;G92 E0;ok
13:16:28.250;G1 Z2.600 F9000.000;ok
13:16:28.278;G1 X92.582 Y107.493;ok
13:16:28.278;G1 Z2.400;ok
13:16:28.287;G1 E10.00000 F3600.000;ok
13:16:28.287;G1 F1200.000;ok
13:16:28.323;G1 X92.315 Y107.660 E10.00480;ok
13:16:28.330;G1 X92.258 Y107.719 E10.00604;ok
13:16:28.348;G1 X92.202 Y107.777 E10.00710;ok
13:16:28.353;G1 X92.135 Y107.861 E10.00821;ok
13:16:28.361;G1 X92.015 Y107.923 E10.00951;ok
13:16:28.365;G1 X91.898 Y108.033 E10.01105;ok
13:16:28.374;M106 S252.45;ok
13:16:28.385;G1 Z2.600 F9000.000;ok
13:16:28.385;G1 E0.01105 F4800.000;ok
13:16:28.403;G92 E0;ok
13:16:28.403;G1 Z2.800 F9000.000;ok
13:16:28.403;G1 X92.868 Y107.444;ok
13:16:28.416;G1 Z2.600;ok
13:16:28.448;G1 E10.00000 F3600.000;ok
13:16:28.448;M204 S500;ok
13:16:28.488;G1 F900.000;ok
13:16:28.513;G1 X92.622 Y107.730 E10.01118;ok
13:16:28.766;G1 X92.434 Y107.847 E10.01775;ok
13:16:28.878;G1 X92.063 Y107.997 E10.02964;ok
13:16:28.883;G1 X91.867 Y107.989 E10.03545;ok
13:16:28.941;M105;ok T:220.3 /220.0 B:70.0 /70.0 T0:220.3 /220.0 @:40 B@:36
13:16:29.059;G1 X91.893 Y107.642 E10.04581;ok
13:16:29.293;G1 X91.959 Y107.518 E10.04996;ok
13:16:29.298;G1 X92.324 Y107.293 E10.06270;ok
13:16:29.311;G1 X92.396 Y107.204 E10.06610;ok
13:16:29.320;G1 X92.570 Y107.118 E10.07184;ok
13:16:29.325;G1 X92.911 Y107.025 E10.08233;ok
13:16:29.332;G1 X93.137 Y106.909 E10.08988;ok
13:16:29.340;G1 X93.708 Y106.541 E10.11005;ok
13:16:29.456;G1 X94.000 Y106.256 E10.12218;ok
13:16:29.689;G1 X94.129 Y106.198 E10.12636;ok
13:16:29.807;G1 X94.367 Y106.170 E10.13349;ok
13:16:29.857;G1 X94.507 Y106.342 E10.14009;ok
13:16:29.971;G1 X94.527 Y106.385 E10.14148;ok
13:16:30.206;M105;ok T:219.7 /220.0 B:69.9 /70.0 T0:219.7 /220.0 @:50 B@:63
13:16:30.237;G1 X94.500 Y106.567 E10.14695;ok
13:16:30.251;G1 X94.369 Y106.781 E10.15440;ok
13:16:30.256;G1 X94.291 Y106.839 E10.15728;ok
13:16:30.259;G1 X93.995 Y106.923 E10.16641;ok
13:16:30.279;G1 X93.932 Y106.992 E10.16919;ok
13:16:30.296;G1 X93.831 Y107.026 E10.17235;ok
13:16:30.341;G1 X93.610 Y107.176 E10.18028;ok
13:16:30.346;G1 X93.578 Y107.158 E10.18138;ok
13:16:30.354;G1 X93.160 Y107.320 E10.19468;ok
13:16:30.362;G1 X93.105 Y107.391 E10.19733;ok
13:16:30.371;G1 X92.919 Y107.433 E10.20300;ok
13:16:30.376;M204 S1000;ok
13:16:30.398;G1 X92.538 Y107.328 F9000.000;ok
13:16:30.416;G1 X92.671 Y107.276;ok
13:16:30.416;G1 F1200.000;ok
13:16:30.474;G1 X92.448 Y107.527 E10.20734;ok
13:16:30.487;G1 X92.147 Y107.695 E10.21180;ok
13:16:30.494;G1 X92.121 Y107.718 E10.21220;ok
13:16:30.499;G1 X92.062 Y107.792 E10.21313;ok
13:16:30.516;G1 X93.589 Y106.902 F9000.000;ok
13:16:30.523;G1 F1200.000;ok
13:16:30.528;G1 X93.794 Y106.779 E10.21554;ok
13:16:30.543;G1 X94.314 Y106.387 E10.22212;ok
13:16:30.556;G1 E0.22212 F4800.000;ok
13:16:30.560;G92 E0;ok
13:16:30.560;G1 Z2.800 F9000.000;ok
13:16:30.565;G1 X94.476 Y106.271;ok
13:16:30.588;G1 X96.998 Y104.462;ok
13:16:30.588;G1 Z2.600;ok
13:16:30.591;G1 E10.00000 F3600.000;ok
13:16:30.599;M204 S500;ok
13:16:30.599;G1 F900.000;ok
13:16:30.648;G1 X96.858 Y104.481 E10.00418;ok
13:16:30.655;G1 X96.686 Y104.353 E10.01054;ok
13:16:30.665;G1 X96.717 Y103.958 E10.02230;ok
13:16:30.670;G1 X96.772 Y103.835 E10.02630;ok
13:16:30.689;G1 X96.911 Y103.692 E10.03222;ok
13:16:30.701;G1 X96.879 Y103.395 E10.04109;ok
13:16:30.721;G1 X96.905 Y103.305 E10.04387;ok
13:16:30.738;G1 X97.212 Y102.852 E10.06011;ok
13:16:30.746;G1 X97.193 Y102.541 E10.06934;ok
13:16:30.808;G1 X97.295 Y102.272 E10.07789;ok
13:16:30.825;G1 X97.400 Y102.143 E10.08283;ok
13:16:30.860;G1 X97.693 Y101.885 E10.09443;ok
13:16:31.097;G1 X97.901 Y101.805 E10.10105;ok
13:16:31.213;M105;ok T:220.4 /220.0 B:69.9 /70.0 T0:220.4 /220.0 @:37 B@:50
13:16:31.226;G1 X98.057 Y101.925 E10.10689;ok
13:16:31.311;G1 X98.058 Y102.052 E10.11067;ok
13:16:31.315;G1 X97.993 Y102.297 E10.11820;ok
13:16:31.426;G1 X97.720 Y102.671 E10.13194;ok
13:16:31.661;G1 X97.576 Y102.949 E10.14124;ok
13:16:31.675;G1 X97.542 Y103.085 E10.14542;ok
13:16:31.690;G1 X97.450 Y103.273 E10.15162;ok
13:16:31.720;G1 X97.444 Y103.397 E10.15531;ok
13:16:31.727;G1 X97.345 Y103.644 E10.16320;ok
13:16:31.739;G1 X97.397 Y104.055 E10.17549;ok
13:16:31.760;G1 X97.315 Y104.281 E10.18264;ok
13:16:31.766;G1 X97.117 Y104.468 E10.19075;ok
13:16:31.803;G1 X97.050 Y104.465 E10.19274;ok
13:16:31.824;M204 S1000;ok
13:16:31.842;G1 X96.898 Y104.362 F9000.000;ok
13:16:31.851;G1 X97.092 Y104.247;ok
13:16:31.851;G1 F1200.000;ok
13:16:31.855;G1 X97.139 Y103.751 E10.19615;ok
13:16:31.879;G1 X97.124 Y103.301 E10.19923;ok
13:16:31.892;G1 X97.077 Y103.565 F9000.000;ok
13:16:31.895;G1 F1200.000;ok
13:16:31.908;G1 X97.236 Y103.209 E10.20094;ok
13:16:31.916;G1 X97.363 Y102.982 E10.20207;ok
13:16:31.931;G1 X97.385 Y102.766 F9000.000;ok
13:16:31.941;G1 F1200.000;ok
13:16:31.964;G1 X97.489 Y102.519 E10.20639;ok
13:16:31.984;G1 X97.501 Y102.497 E10.20681;ok
13:16:31.993;G1 X97.607 Y102.341 E10.21016;ok
13:16:31.996;G1 X97.874 Y102.048 E10.21724;ok
13:16:32.006;G1 E0.21724 F4800.000;ok
13:16:32.010;G92 E0;ok
13:16:32.010;G1 Z2.800 F9000.000;ok
13:16:32.016;G1 X97.853 Y101.805;ok
13:16:32.034;G1 X97.445 Y97.132;ok
13:16:32.034;G1 Z2.600;ok
13:16:32.061;G1 E10.00000 F3600.000;ok
13:16:32.061;M204 S500;ok
13:16:32.078;G1 F900.000;ok
13:16:32.096;G1 X97.729 Y97.377 E10.01116;ok
13:16:32.125;G1 X97.847 Y97.566 E10.01775;ok
13:16:32.155;G1 X97.999 Y97.941 E10.02977;ok
13:16:32.158;G1 X98.002 Y98.137 E10.03560;ok
13:16:32.180;G1 X97.636 Y98.104 E10.04651;ok
13:16:32.195;G1 X97.519 Y98.041 E10.05047;ok
13:16:32.219;M105;ok T:218.9 /220.0 B:70.0 /70.0 T0:218.9 /220.0 @:65 B@:43
13:16:32.232;G1 X97.293 Y97.676 E10.06320;ok
13:16:32.247;G1 X97.204 Y97.603 E10.06663;ok
13:16:32.252;G1 X97.118 Y97.429 E10.07237;ok
13:16:32.269;G1 X97.025 Y97.090 E10.08283;ok
13:16:32.276;G1 X96.909 Y96.862 E10.09043;ok
13:16:32.297;G1 X96.541 Y96.291 E10.11057;ok
13:16:32.535;G1 X96.256 Y95.999 E10.12271;ok
13:16:32.655;G1 X96.198 Y95.871 E10.12687;ok
13:16:32.667;G1 X96.170 Y95.633 E10.13400;ok
13:16:32.774;G1 X96.342 Y95.493 E10.14060;ok
13:16:32.890;G1 X96.385 Y95.473 E10.14198;ok
13:16:33.124;G1 X96.567 Y95.500 E10.14746;ok
13:16:33.156;G1 X96.781 Y95.631 E10.15491;ok
13:16:33.168;G1 X96.839 Y95.709 E10.15779;ok
13:16:33.172;G1 X96.923 Y96.005 E10.16692;ok
13:16:33.198;G1 X96.992 Y96.068 E10.16971;ok
13:16:33.211;G1 X97.026 Y96.167 E10.17280;ok
13:16:33.242;G1 X97.174 Y96.388 E10.18070;ok
13:16:33.242;G1 X97.157 Y96.418 E10.18173;ok
13:16:33.246;G1 X97.320 Y96.838 E10.19512;ok
13:16:33.274;G1 X97.391 Y96.894 E10.19780;ok
13:16:33.277;G1 X97.433 Y97.081 E10.20349;ok
13:16:33.283;M105;ok T:219.8 /220.0 B:70.0 /70.0 T0:219.8 /220.0 @:46 B@:49
13:16:33.283;M204 S1000;ok
13:16:33.295;G1 X97.328 Y97.462 F9000.000;ok
13:16:33.320;M73 P48 R8;ok
13:16:33.320;M73 Q48 S8;ok
13:16:33.327;G1 X97.276 Y97.328;ok
13:16:33.335;G1 F1200.000;ok
13:16:33.336;G1 X97.527 Y97.551 E10.20742;ok
13:16:33.380;G1 X97.695 Y97.853 E10.21145;ok
13:16:33.404;G1 X97.770 Y97.937 E10.21276;ok
13:16:33.410;G1 X96.900 Y96.407 F9000.000;ok
13:16:33.418;G1 F1200.000;ok
13:16:33.433;G1 X96.780 Y96.207 E10.21510;ok
13:16:33.447;G1 X96.388 Y95.686 E10.22161;ok
13:16:33.447;G1 E0.22161 F4800.000;ok
13:16:33.459;G92 E0;ok
13:16:33.464;G1 Z2.800 F9000.000;ok
13:16:33.478;G1 X96.181 Y95.852;ok
13:16:33.485;G1 X90.762 Y100.199;ok
13:16:33.486;G1 Z2.600;ok
13:16:33.505;G1 E10.00000 F3600.000;ok
13:16:33.505;M204 S500;ok
13:16:33.518;G1 F900.000;ok
13:16:33.537;G1 X90.971 Y100.199 E10.00620;ok
13:16:33.574;G1 X91.129 Y100.655 E10.02054;ok
13:16:33.584;G1 X91.514 Y101.093 E10.03784;ok
13:16:33.589;G1 X91.587 Y101.122 E10.04018;ok
13:16:33.614;G1 X91.651 Y101.202 E10.04321;ok
13:16:33.621;G1 X91.849 Y101.323 E10.05011;ok
13:16:33.641;G1 X92.067 Y101.514 E10.05871;ok
13:16:33.659;G1 X92.300 Y101.672 E10.06709;ok
13:16:33.666;G1 X92.503 Y101.860 E10.07528;ok
13:16:33.726;G1 X92.708 Y102.007 E10.08279;ok
13:16:33.743;G1 X93.047 Y102.320 E10.09649;ok
13:16:33.777;G1 X93.303 Y102.754 E10.11144;ok
13:16:34.015;G1 X93.200 Y103.073 E10.12140;ok
13:16:34.131;G1 X93.064 Y102.906 E10.12779;ok
13:16:34.145;G1 X92.522 Y102.687 E10.14514;ok
13:16:34.281;G1 X92.393 Y102.604 E10.14971;ok
13:16:34.397;M105;ok T:219.7 /220.0 B:70.1 /70.0 T0:219.7 /220.0 @:50 B@:35
13:16:34.632;G1 X92.327 Y102.505 E10.15321;ok
13:16:34.652;G1 X92.020 Y102.262 E10.16484;ok
13:16:34.658;G1 X91.874 Y102.069 E10.17203;ok
13:16:34.685;G1 X91.648 Y101.834 E10.18170;ok
13:16:34.724;G1 X91.497 Y101.707 E10.18757;ok
13:16:34.729;G1 X91.285 Y101.459 E10.19727;ok
13:16:34.736;G1 X91.218 Y101.346 E10.20116;ok
13:16:34.751;G1 X91.144 Y101.299 E10.20377;ok
13:16:34.770;G1 X91.033 Y101.168 E10.20888;ok
13:16:34.789;G1 X90.793 Y101.003 E10.21752;ok
13:16:34.807;G1 X90.175 Y100.765 E10.23718;ok
13:16:34.825;G1 X89.799 Y100.762 E10.24835;ok
13:16:34.854;G1 X89.799 Y100.971 E10.25457;ok
13:16:34.889;G1 X89.345 Y101.129 E10.26884;ok
13:16:34.913;G1 X88.907 Y101.514 E10.28615;ok
13:16:34.934;G1 X88.878 Y101.587 E10.28849;ok
13:16:34.967;G1 X88.798 Y101.651 E10.29151;ok
13:16:34.977;G1 X88.678 Y101.848 E10.29837;ok
13:16:34.984;G1 X88.516 Y102.027 E10.30555;ok
13:16:35.011;G1 X88.327 Y102.300 E10.31540;ok
13:16:35.028;G1 X88.140 Y102.503 E10.32359;ok
13:16:35.067;G1 X87.993 Y102.708 E10.33109;ok
13:16:35.074;G1 X87.680 Y103.047 E10.34479;ok
13:16:35.085;G1 X87.245 Y103.303 E10.35978;ok
13:16:35.093;G1 X86.927 Y103.200 E10.36971;ok
13:16:35.101;G1 X87.093 Y103.063 E10.37610;ok
13:16:35.109;G1 X87.313 Y102.522 E10.39344;ok
13:16:35.129;G1 X87.397 Y102.392 E10.39804;ok
13:16:35.173;G1 X87.493 Y102.327 E10.40149;ok
13:16:35.198;G1 X87.738 Y102.021 E10.41312;ok
13:16:35.217;G1 X88.085 Y101.732 E10.42653;ok
13:16:35.245;G1 X88.291 Y101.498 E10.43577;ok
13:16:35.290;G1 X88.541 Y101.285 E10.44555;ok
13:16:35.296;G1 X88.654 Y101.218 E10.44944;ok
13:16:35.297;G1 X88.701 Y101.144 E10.45205;ok
13:16:35.310;G1 X88.833 Y101.033 E10.45717;ok
13:16:35.326;G1 X88.996 Y100.793 E10.46578;ok
13:16:35.349;G1 X89.235 Y100.177 E10.48541;ok
13:16:35.368;G1 X89.238 Y99.799 E10.49662;ok
13:16:35.408;G1 X89.027 Y99.799 E10.50290;ok
13:16:35.417;G1 X88.871 Y99.345 E10.51715;ok
13:16:35.448;G1 X88.485 Y98.907 E10.53448;ok
13:16:35.472;G1 X88.412 Y98.878 E10.53679;ok
13:16:35.486;M105;ok T:219.6 /220.0 B:70.0 /70.0 T0:219.6 /220.0 @:52 B@:45
13:16:35.538;G1 X88.347 Y98.798 E10.53986;ok
13:16:35.544;G1 X88.151 Y98.678 E10.54668;ok
13:16:35.553;G1 X87.933 Y98.485 E10.55534;ok
13:16:35.553;G1 X87.721 Y98.344 E10.56290;ok
13:16:35.571;G1 X87.495 Y98.140 E10.57194;ok
13:16:35.600;G1 X87.290 Y97.993 E10.57941;ok
13:16:35.621;G1 X86.953 Y97.680 E10.59308;ok
13:16:35.644;G1 X86.697 Y97.245 E10.60807;ok
