time;codice;risposta
13:14:19.340;G1 X98.959 Y101.119 E10.01103;ok
13:14:19.341;G1 E0.01103 F4800.000;ok
13:14:19.341;G92 E0;ok
13:14:19.346;G1 Z1.600 F9000.000;ok
13:14:19.355;G1 X99.109 Y100.008;ok
13:14:19.460;G1 X99.058 Y99.773;ok
13:14:19.460;G1 X98.704 Y98.294;ok
13:14:19.507;G1 X98.427 Y95.224;ok
13:14:19.622;G1 Z1.400;ok
13:14:19.858;M105;ok T:219.3 /220.0 B:69.9 /70.0 T0:219.3 /220.0 @:52 B@:58
13:14:19.858;G1 E10.00000 F3600.000;ok
13:14:19.889;M204 S500;ok
13:14:19.889;G1 F900.000;ok
13:14:20.136;G1 X98.290 Y95.403 E10.00669;ok
13:14:20.253;G1 X98.047 Y95.603 E10.01604;ok
13:14:20.292;G1 X97.957 Y95.747 E10.02108;ok
13:14:20.299;G1 X97.786 Y95.854 E10.02706;ok
13:14:20.309;G1 X97.538 Y95.947 E10.03494;ok
13:14:20.341;G1 X97.259 Y95.772 E10.04473;ok
13:14:20.458;G1 X97.165 Y95.637 E10.04961;ok
13:14:20.719;G1 X97.247 Y95.322 E10.05927;ok
13:14:20.725;G1 X97.801 Y95.073 E10.07729;ok
13:14:20.761;G1 X98.059 Y94.935 E10.08597;ok
13:14:21.000;M105;ok T:219.2 /220.0 B:70.1 /70.0 T0:219.2 /220.0 @:52 B@:24
13:14:21.114;G1 X98.314 Y94.920 E10.09358;ok
13:14:21.157;G1 X98.459 Y95.183 E10.10249;ok
13:14:21.157;M204 S1000;ok
13:14:21.169;G1 X98.219 Y95.310 F9000.000;ok
13:14:21.169;G1 X98.229 Y95.129;ok
13:14:21.187;G1 F1200.000;ok
13:14:21.187;G1 X97.833 Y95.389 E10.11097;ok
13:14:21.365;G1 X97.444 Y95.677 E10.11964;ok
13:14:21.597;G1 X97.383 Y95.638 F9000.000;ok
13:14:21.602;G1 F1200.000;ok
13:14:21.622;G1 X97.629 Y95.537 E10.12732;ok
13:14:21.640;G1 X98.196 Y95.232 E10.14593;ok
13:14:21.640;G1 E0.14593 F4800.000;ok
13:14:21.640;G92 E0;ok
13:14:21.645;G1 Z1.600 F9000.000;ok
13:14:21.654;G1 X97.958 Y94.960;ok
13:14:21.655;G1 X95.162 Y91.760;ok
13:14:21.667;G1 Z1.400;ok
13:14:21.667;G1 E10.00000 F3600.000;ok
13:14:21.685;M204 S500;ok
13:14:21.706;G1 F900.000;ok
13:14:21.717;G1 X95.114 Y91.896 E10.00428;ok
13:14:21.781;G1 X94.799 Y92.351 E10.02073;ok
13:14:21.798;G1 X94.486 Y92.478 E10.03074;ok
13:14:21.802;G1 X94.372 Y92.460 E10.03418;ok
13:14:21.819;G1 X94.159 Y92.366 E10.04109;ok
13:14:21.860;G1 X94.103 Y92.223 E10.04564;ok
13:14:21.866;G1 X94.179 Y91.938 E10.05439;ok
13:14:21.872;G1 X94.487 Y91.345 E10.07424;ok
13:14:21.896;G1 X95.146 Y91.722 E10.09676;ok
13:14:21.920;M204 S1000;ok
13:14:21.934;G1 X95.070 Y91.871 F9000.000;ok
13:14:21.934;G1 E0.09676 F4800.000;ok
13:14:21.970;M105;ok T:218.9 /220.0 B:70.1 /70.0 T0:218.9 /220.0 @:57 B@:30
13:14:21.970;G92 E0;ok
13:14:21.970;G1 Z1.600 F9000.000;ok
13:14:22.209;G1 X94.394 Y91.455;ok
13:14:22.325;G1 X91.236 Y90.336;ok
13:14:22.332;G1 Z1.400;ok
13:14:22.332;G1 E10.00000 F3600.000;ok
13:14:22.340;M204 S500;ok
13:14:22.441;G1 F900.000;ok
13:14:22.556;G1 X91.298 Y90.567 E10.00711;ok
13:14:22.806;G1 X91.394 Y90.720 E10.01248;ok
13:14:22.840;G1 X91.457 Y90.907 E10.01833;ok
13:14:22.845;G1 X91.568 Y91.059 E10.02392;ok
13:14:22.868;G1 X91.638 Y91.306 E10.03154;ok
13:14:22.876;G1 X91.684 Y91.366 E10.03379;ok
13:14:22.890;G1 X91.720 Y91.626 E10.04157;ok
13:14:22.902;G1 X91.475 Y91.698 E10.04916;ok
13:14:22.917;G1 X91.218 Y91.590 E10.05745;ok
13:14:22.923;G1 X90.996 Y91.416 E10.06581;ok
13:14:22.965;G1 X90.976 Y91.362 E10.06753;ok
13:14:23.016;G1 X90.612 Y91.210 E10.07926;ok
13:14:23.027;G1 X90.441 Y91.039 E10.08643;ok
13:14:23.260;M105;ok T:218.9 /220.0 B:70.0 /70.0 T0:218.9 /220.0 @:56 B@:43
13:14:23.266;G1 X90.223 Y90.930 E10.09369;ok
13:14:23.381;G1 X89.992 Y90.872 E10.10074;ok
13:14:23.389;G1 X89.858 Y90.927 E10.10503;ok
13:14:23.411;G1 X89.778 Y90.925 E10.10743;ok
13:14:23.490;G1 X89.523 Y91.060 E10.11598;ok
13:14:23.606;G1 X89.225 Y91.310 E10.12755;ok
13:14:23.842;G1 X88.924 Y91.460 E10.13752;ok
13:14:23.863;G1 X88.779 Y91.636 E10.14431;ok
13:14:23.875;G1 X88.690 Y91.638 E10.14694;ok
13:14:23.889;G1 X88.635 Y91.661 E10.14872;ok
13:14:23.902;G1 X88.523 Y91.631 E10.15214;ok
13:14:23.920;G1 X88.328 Y91.717 E10.15848;ok
13:14:23.940;G1 X88.242 Y91.667 E10.16144;ok
13:14:23.942;G1 X88.179 Y91.532 E10.16586;ok
13:14:23.957;G1 X88.324 Y91.288 E10.17429;ok
13:14:23.975;G1 X88.404 Y91.096 E10.18046;ok
13:14:23.995;G1 X88.568 Y90.910 E10.18783;ok
13:14:24.024;G1 X88.612 Y90.736 E10.19314;ok
13:14:24.040;G1 X88.716 Y90.530 E10.20002;ok
13:14:24.056;G1 X88.712 Y90.351 E10.20531;ok
13:14:24.072;G1 X89.139 Y90.300 E10.21808;ok
13:14:24.081;G1 X90.043 Y90.253 E10.24494;ok
13:14:24.088;G1 X90.547 Y90.268 E10.25993;ok
13:14:24.105;G1 X91.183 Y90.331 E10.27890;ok
13:14:24.146;M204 S1000;ok
13:14:24.153;M105;ok T:219.4 /220.0 B:70.0 /70.0 T0:219.4 /220.0 @:47 B@:33
13:14:24.171;G1 X91.149 Y90.559 F9000.000;ok
13:14:24.171;G1 X90.938 Y90.665;ok
13:14:24.171;M204 S500;ok
13:14:24.175;G1 F900.000;ok
13:14:24.179;G1 X91.051 Y90.844 E10.28518;ok
13:14:24.188;G1 X90.949 Y90.964 E10.28983;ok
13:14:24.197;G1 X90.814 Y90.908 E10.29417;ok
13:14:24.202;G1 X90.532 Y90.625 E10.30602;ok
13:14:24.207;G1 X90.886 Y90.660 E10.31657;ok
13:14:24.217;M204 S1000;ok
13:14:24.235;G1 E0.31657 F4800.000;ok
13:14:24.236;G92 E0;ok
13:14:24.283;G1 Z1.600 F9000.000;ok
13:14:24.283;G1 X89.281 Y90.797;ok
13:14:24.283;G1 Z1.400;ok
13:14:24.287;G1 E10.00000 F3600.000;ok
13:14:24.288;M204 S500;ok
13:14:24.295;G1 F900.000;ok
13:14:24.300;G1 X89.093 Y90.955 E10.00727;ok
13:14:24.335;G1 X88.956 Y90.846 E10.01246;ok
13:14:24.410;G1 X89.044 Y90.671 E10.01827;ok
13:14:24.416;G1 X89.217 Y90.651 E10.02344;ok
13:14:24.429;G1 X89.260 Y90.749 E10.02662;ok
13:14:24.471;M204 S1000;ok
13:14:24.483;G1 X89.409 Y90.643 F9000.000;ok
13:14:24.483;G1 F1200.000;ok
13:14:24.497;G1 X90.033 Y90.564 E10.03864;ok
13:14:24.518;G1 X90.084 Y90.433 E10.04132;ok
13:14:24.524;G1 X89.872 Y90.441 F9000.000;ok
13:14:24.530;G1 F1200.000;ok
13:14:24.538;G1 X90.445 Y90.819 E10.04675;ok
13:14:24.565;G1 X91.077 Y91.089 F9000.000;ok
13:14:24.565;G1 F1200.000;ok
13:14:24.596;G1 X91.513 Y91.501 E10.05342;ok
13:14:24.832;G1 X91.529 Y91.493 F9000.000;ok
13:14:24.833;G1 F1200.000;ok
13:14:24.950;G1 X91.488 Y91.470 E10.05370;ok
13:14:25.011;G1 X91.118 Y91.041 E10.05718;ok
13:14:25.011;G1 E0.05718 F4800.000;ok
13:14:25.011;G92 E0;ok
13:14:25.011;G1 Z1.600 F9000.000;ok
13:14:25.021;G1 X90.008 Y90.891;ok
13:14:25.127;G1 X89.773 Y90.942;ok
13:14:25.128;G1 X89.059 Y91.155;ok
13:14:25.362;M105;ok T:219.1 /220.0 B:70.0 /70.0 T0:219.1 /220.0 @:53 B@:40
13:14:25.362;G1 Z1.400;ok
13:14:25.384;G1 E10.00000 F3600.000;ok
13:14:25.396;G1 F1200.000;ok
13:14:25.410;G1 X88.528 Y91.394 E10.00558;ok
13:14:25.420;G1 X88.521 Y91.397 E10.00565;ok
13:14:25.437;G1 X88.496 Y91.412 E10.00588;ok
13:14:25.443;G1 X88.456 Y91.448 E10.00617;ok
13:14:25.477;G1 E0.00617 F4800.000;ok
13:14:25.477;G92 E0;ok
13:14:25.477;M73 P34 R10;ok
13:14:25.477;M73 Q34 S10;ok
13:14:25.477;G1 Z1.600 F9000.000;ok
13:14:25.490;G1 X88.198 Y91.457;ok
13:14:25.491;G1 X85.226 Y91.568;ok
13:14:25.491;G1 Z1.400;ok
13:14:25.491;G1 E10.00000 F3600.000;ok
13:14:25.495;M204 S500;ok
13:14:25.504;G1 F900.000;ok
13:14:25.569;G1 X85.372 Y91.672 E10.00531;ok
13:14:25.606;G1 X85.603 Y91.952 E10.01610;ok
13:14:25.637;G1 X85.747 Y92.043 E10.02114;ok
13:14:25.644;G1 X85.856 Y92.216 E10.02721;ok
13:14:25.882;G1 X85.952 Y92.455 E10.03487;ok
13:14:25.997;G1 X85.772 Y92.741 E10.04491;ok
13:14:26.037;G1 X85.637 Y92.833 E10.04977;ok
13:14:26.043;G1 X85.322 Y92.753 E10.05942;ok
13:14:26.074;G1 X85.073 Y92.198 E10.07747;ok
13:14:26.188;G1 X84.953 Y91.979 E10.08491;ok
13:14:26.423;M105;ok T:219.4 /220.0 B:70.0 /70.0 T0:219.4 /220.0 @:48 B@:45
13:14:26.459;G1 X84.921 Y91.888 E10.08775;ok
13:14:26.715;G1 X84.920 Y91.684 E10.09381;ok
13:14:26.720;G1 X85.184 Y91.537 E10.10278;ok
13:14:26.831;M204 S1000;ok
13:14:26.846;G1 X85.292 Y91.734 F9000.000;ok
13:14:26.846;G1 X85.226 Y91.791;ok
13:14:26.929;G1 F1200.000;ok
13:14:26.929;G1 X85.540 Y92.377 E10.12208;ok
13:14:27.276;G1 X85.641 Y92.614 E10.12954;ok
13:14:27.276;G1 X85.677 Y92.556 F9000.000;ok
13:14:27.282;G1 F1200.000;ok
13:14:27.296;G1 X85.389 Y92.166 E10.14016;ok
13:14:27.318;G1 X85.332 Y92.074 E10.14237;ok
13:14:27.319;G1 X85.196 Y91.874 E10.14674;ok
13:14:27.323;G1 X85.184 Y91.859 E10.14701;ok
13:14:27.331;G1 X85.174 Y91.845 E10.14724;ok
13:14:27.345;G1 X85.159 Y91.816 E10.14764;ok
13:14:27.362;G1 X85.100 Y91.781 E10.14832;ok
13:14:27.362;G1 E0.14832 F4800.000;ok
13:14:27.362;G92 E0;ok
13:14:27.362;G1 Z1.600 F9000.000;ok
13:14:27.371;G1 X84.916 Y91.950;ok
13:14:27.372;G1 X81.763 Y94.838;ok
13:14:27.386;G1 Z1.400;ok
13:14:27.386;G1 E10.00000 F3600.000;ok
13:14:27.396;M204 S500;ok
13:14:27.419;G1 F900.000;ok
13:14:27.459;M105;ok T:218.8 /220.0 B:69.9 /70.0 T0:218.8 /220.0 @:60 B@:46
13:14:27.475;G1 X81.896 Y94.885 E10.00418;ok
13:14:27.482;G1 X82.351 Y95.200 E10.02061;ok
13:14:27.499;G1 X82.478 Y95.512 E10.03062;ok
13:14:27.507;G1 X82.459 Y95.630 E10.03414;ok
13:14:27.526;G1 X82.354 Y95.845 E10.04126;ok
13:14:27.532;G1 X82.223 Y95.895 E10.04543;ok
13:14:27.572;G1 X81.933 Y95.820 E10.05434;ok
13:14:27.587;G1 X81.768 Y95.749 E10.05965;ok
13:14:27.616;G1 X81.350 Y95.508 E10.07398;ok
13:14:27.622;G1 X81.725 Y94.853 E10.09640;ok
13:14:27.632;M204 S1000;ok
13:14:27.643;G1 X81.866 Y94.934 F9000.000;ok
13:14:27.643;G1 E0.09640 F4800.000;ok
13:14:27.882;G92 E0;ok
13:14:27.882;G1 Z1.600 F9000.000;ok
13:14:27.996;G1 X81.552 Y95.656;ok
13:14:28.010;G1 X80.345 Y101.233;ok
13:14:28.010;G1 Z1.400;ok
13:14:28.010;G1 E10.00000 F3600.000;ok
13:14:28.110;M204 S500;ok
13:14:28.227;G1 F900.000;ok
13:14:28.462;G1 X80.300 Y100.860 E10.01113;ok
13:14:28.515;G1 X80.253 Y99.996 E10.03683;ok
13:14:28.534;M105;ok T:219.5 /220.0 B:69.9 /70.0 T0:219.5 /220.0 @:45 B@:47
13:14:28.539;G1 X80.268 Y99.450 E10.05304;ok
13:14:28.548;G1 X80.336 Y98.764 E10.07352;ok
13:14:28.552;G1 X80.567 Y98.702 E10.08063;ok
13:14:28.562;G1 X80.720 Y98.605 E10.08603;ok
13:14:28.571;G1 X80.906 Y98.543 E10.09184;ok
13:14:28.592;G1 X81.059 Y98.432 E10.09745;ok
13:14:28.605;G1 X81.457 Y98.294 E10.10995;ok
13:14:28.637;G1 X81.626 Y98.279 E10.11498;ok
13:14:28.687;G1 X81.698 Y98.525 E10.12259;ok
13:14:28.697;G1 X81.590 Y98.782 E10.13088;ok
13:14:28.937;G1 X81.416 Y99.004 E10.13924;ok
13:14:29.051;G1 X81.362 Y99.023 E10.14095;ok
13:14:29.083;G1 X81.210 Y99.386 E10.15263;ok
13:14:29.307;G1 X81.039 Y99.557 E10.15982;ok
13:14:29.313;G1 X80.930 Y99.778 E10.16712;ok
13:14:29.313;G1 X80.873 Y100.006 E10.17411;ok
13:14:29.544;G1 X80.928 Y100.140 E10.17841;ok
13:14:29.576;G1 X80.925 Y100.222 E10.18086;ok
13:14:29.634;M105;ok T:219.7 /220.0 B:70.0 /70.0 T0:219.7 /220.0 @:41 B@:31
13:14:29.671;G1 X81.060 Y100.475 E10.18938;ok
13:14:29.719;G1 X81.310 Y100.774 E10.20094;ok
13:14:29.726;G1 X81.460 Y101.074 E10.21091;ok
13:14:29.732;G1 X81.636 Y101.221 E10.21773;ok
13:14:29.744;G1 X81.638 Y101.309 E10.22033;ok
13:14:29.758;G1 X81.661 Y101.364 E10.22209;ok
13:14:29.770;G1 X81.631 Y101.474 E10.22549;ok
13:14:29.799;G1 X81.717 Y101.671 E10.23188;ok
13:14:29.805;G1 X81.667 Y101.757 E10.23480;ok
13:14:29.810;G1 X81.531 Y101.819 E10.23925;ok
13:14:29.831;G1 X81.288 Y101.676 E10.24763;ok
13:14:29.845;G1 X81.096 Y101.595 E10.25381;ok
13:14:29.865;G1 X80.910 Y101.432 E10.26115;ok
13:14:29.894;G1 X80.737 Y101.388 E10.26646;ok
13:14:29.910;G1 X80.529 Y101.283 E10.27337;ok
13:14:29.926;G1 X80.351 Y101.285 E10.27865;ok
13:14:29.942;M204 S1000;ok
13:14:29.951;G1 X80.534 Y100.938 F9000.000;ok
13:14:29.958;G1 X80.671 Y100.955;ok
13:14:29.958;M204 S500;ok
13:14:29.958;G1 F900.000;ok
13:14:29.976;G1 X80.651 Y100.781 E10.28383;ok
13:14:30.004;G1 X80.797 Y100.718 E10.28857;ok
13:14:30.021;G1 X80.955 Y100.906 E10.29586;ok
13:14:30.026;G1 X80.846 Y101.043 E10.30105;ok
13:14:30.039;G1 X80.718 Y100.978 E10.30531;ok
13:14:30.046;M204 S1000;ok
13:14:30.057;G1 E0.30531 F4800.000;ok
13:14:30.057;G92 E0;ok
13:14:30.072;G1 Z1.600 F9000.000;ok
13:14:30.072;G1 X80.625 Y99.466;ok
13:14:30.072;G1 Z1.400;ok
13:14:30.080;G1 E10.00000 F3600.000;ok
13:14:30.080;M204 S500;ok
13:14:30.089;G1 F900.000;ok
13:14:30.108;G1 X80.665 Y99.063 E10.01201;ok
13:14:30.138;G1 X80.843 Y98.950 E10.01828;ok
13:14:30.144;G1 X80.964 Y99.051 E10.02296;ok
13:14:30.154;G1 X80.908 Y99.183 E10.02721;ok
13:14:30.166;G1 X80.662 Y99.428 E10.03752;ok
13:14:30.178;M204 S1000;ok
13:14:30.196;G1 X80.820 Y99.552 F9000.000;ok
13:14:30.196;G1 F1200.000;ok
13:14:30.207;G1 X80.439 Y100.130 E10.04310;ok
13:14:30.207;G1 X80.593 Y99.750 F9000.000;ok
13:14:30.226;G1 F1200.000;ok
13:14:30.238;G1 X80.560 Y99.992 E10.04843;ok
13:14:30.253;G1 X80.643 Y100.590 E10.06161;ok
13:14:30.262;G1 X81.155 Y100.941 F9000.000;ok
13:14:30.267;G1 F1200.000;ok
13:14:30.276;G1 X81.394 Y101.472 E10.06714;ok
13:14:30.514;G1 X81.411 Y101.502 E10.06744;ok
13:14:30.649;G1 X81.449 Y101.545 E10.06776;ok
13:14:30.655;G1 E0.06776 F4800.000;ok
13:14:30.655;G92 E0;ok
13:14:30.689;G1 Z1.600 F9000.000;ok
13:14:30.693;G1 X80.942 Y100.228;ok
13:14:30.808;M105;ok T:220.1 /220.0 B:69.7 /70.0 T0:220.1 /220.0 @:35 B@:77
13:14:30.808;G1 X80.891 Y99.990;ok
13:14:30.808;G1 X81.089 Y98.923;ok
13:14:31.042;G1 Z1.400;ok
13:14:31.078;G1 E10.00000 F3600.000;ok
13:14:31.083;G1 F1200.000;ok
13:14:31.102;G1 X81.497 Y98.473 E10.00591;ok
13:14:31.110;G1 E0.00591 F4800.000;ok
13:14:31.134;G92 E0;ok
13:14:31.143;G1 Z1.600 F9000.000;ok
13:14:31.151;G1 X80.951 Y99.779;ok
13:14:31.152;G1 X80.891 Y99.990;ok
13:14:31.189;G1 X80.942 Y100.228;ok
13:14:31.209;G1 X81.675 Y101.777;ok
13:14:31.228;G1 X81.854 Y105.079;ok
13:14:31.258;G1 Z1.400;ok
13:14:31.287;G1 E10.00000 F3600.000;ok
13:14:31.287;M204 S500;ok
13:14:31.321;G1 F900.000;ok
13:14:31.328;G1 X81.688 Y105.080 E10.00492;ok
13:14:31.684;G1 X81.536 Y104.821 E10.01385;ok
13:14:31.721;G1 X81.714 Y104.593 E10.02242;ok
13:14:31.731;G1 X81.952 Y104.396 E10.03160;ok
13:14:31.740;G1 X82.043 Y104.253 E10.03665;ok
13:14:31.770;G1 X82.195 Y104.155 E10.04202;ok
13:14:31.885;M105;ok T:219.6 /220.0 B:70.0 /70.0 T0:219.6 /220.0 @:45 B@:43
13:14:32.121;G1 X82.444 Y104.049 E10.05006;ok
13:14:32.161;G1 X82.731 Y104.220 E10.05995;ok
13:14:32.168;G1 X82.838 Y104.373 E10.06551;ok
13:14:32.397;G1 X82.747 Y104.687 E10.07523;ok
13:14:32.513;G1 X81.906 Y105.074 E10.10272;ok
13:14:32.559;M204 S1000;ok
13:14:32.566;G1 X81.743 Y104.956 F9000.000;ok
13:14:32.566;G1 X81.772 Y104.870;ok
13:14:32.573;G1 F1200.000;ok
13:14:32.575;G1 X82.090 Y104.658 E10.10979;ok
13:14:32.674;G1 X82.167 Y104.611 E10.11163;ok
13:14:32.785;G1 X82.558 Y104.325 E10.12231;ok
13:14:32.790;G1 X82.612 Y104.361 F9000.000;ok
13:14:33.024;M105;ok T:219.5 /220.0 B:69.9 /70.0 T0:219.5 /220.0 @:49 B@:49
13:14:33.024;G1 F1200.000;ok
13:14:33.041;G1 X82.361 Y104.469 E10.13030;ok
13:14:33.059;G1 X81.805 Y104.767 E10.14874;ok
13:14:33.065;G1 E0.14874 F4800.000;ok
13:14:33.065;G92 E0;ok
13:14:33.069;G1 Z1.600 F9000.000;ok
13:14:33.080;G1 X82.041 Y105.040;ok
13:14:33.108;G1 X84.830 Y108.259;ok
13:14:33.108;G1 Z1.400;ok
13:14:33.110;G1 E10.00000 F3600.000;ok
13:14:33.112;M204 S500;ok
13:14:33.124;G1 F900.000;ok
13:14:33.143;G1 X84.885 Y108.105 E10.00488;ok
13:14:33.178;G1 X85.196 Y107.652 E10.02117;ok
13:14:33.195;G1 X85.497 Y107.526 E10.03086;ok
13:14:33.201;G1 X85.634 Y107.542 E10.03494;ok
13:14:33.264;G1 X85.845 Y107.646 E10.04192;ok
13:14:33.272;G1 X85.895 Y107.777 E10.04610;ok
13:14:33.281;G1 X85.820 Y108.067 E10.05500;ok
13:14:33.304;G1 X85.749 Y108.232 E10.06032;ok
13:14:33.311;G1 X85.508 Y108.649 E10.07462;ok
13:14:33.335;G1 X84.874 Y108.287 E10.09629;ok
13:14:33.350;M204 S1000;ok
13:14:33.386;G1 X84.941 Y108.138 F9000.000;ok
13:14:33.387;M106 S244.8;ok
13:14:33.625;G1 Z1.600 F9000.000;ok
13:14:33.625;G1 E0.09629 F4800.000;ok
13:14:33.740;G92 E0;ok
13:14:33.740;G1 Z1.800 F9000.000;ok
13:14:33.740;G1 X85.561 Y107.369;ok
13:14:33.857;G1 X90.925 Y100.199;ok
13:14:33.857;G1 Z1.600;ok
13:14:33.857;G1 E10.00000 F3600.000;ok
13:14:33.972;M105;ok T:219.2 /220.0 B:69.9 /70.0 T0:219.2 /220.0 @:53 B@:60
13:14:34.208;M204 S500;ok
13:14:34.208;G1 F900.000;ok
13:14:34.283;G1 X91.176 Y100.199 E10.00745;ok
13:14:34.287;G1 X91.223 Y100.349 E10.01210;ok
13:14:34.289;G1 X91.420 Y100.746 E10.02528;ok
13:14:34.295;G1 X91.586 Y100.998 E10.03424;ok
13:14:34.309;G1 X91.741 Y101.121 E10.04011;ok
13:14:34.350;G1 X91.933 Y101.353 E10.04906;ok
13:14:34.354;G1 X92.094 Y101.480 E10.05514;ok
13:14:34.361;G1 X92.196 Y101.751 E10.06373;ok
13:14:34.384;G1 X92.261 Y101.858 E10.06744;ok
13:14:34.432;G1 X92.252 Y102.060 E10.07347;ok
13:14:34.443;G1 X91.957 Y101.990 E10.08246;ok
13:14:34.560;G1 X91.624 Y101.830 E10.09344;ok
13:14:34.793;G1 X91.316 Y101.634 E10.10428;ok
13:14:34.910;M73 P35 R10;ok
13:14:34.910;M73 Q35 S10;ok
13:14:34.944;G1 X91.163 Y101.429 E10.11185;ok
13:14:35.089;M105;ok T:219.9 /220.0 B:70.0 /70.0 T0:219.9 /220.0 @:39 B@:37
13:14:35.090;G1 X91.114 Y101.414 E10.11338;ok
13:14:35.206;G1 X91.073 Y101.361 E10.11536;ok
13:14:35.213;G1 X90.942 Y101.318 E10.11944;ok
13:14:35.436;G1 X90.820 Y101.205 E10.12438;ok
13:14:35.440;G1 X90.704 Y101.137 E10.12837;ok
13:14:35.464;G1 X90.351 Y100.992 E10.13969;ok
13:14:35.474;G1 X89.799 Y100.926 E10.15621;ok
13:14:35.503;G1 X89.799 Y101.177 E10.16366;ok
13:14:35.524;G1 X89.650 Y101.223 E10.16829;ok
13:14:35.537;G1 X89.253 Y101.420 E10.18145;ok
13:14:35.558;G1 X89.003 Y101.586 E10.19037;ok
13:14:35.572;G1 X88.878 Y101.741 E10.19628;ok
13:14:35.589;G1 X88.646 Y101.933 E10.20522;ok
13:14:35.597;G1 X88.520 Y102.094 E10.21129;ok
13:14:35.635;G1 X88.249 Y102.196 E10.21989;ok
13:14:35.640;G1 X88.142 Y102.261 E10.22359;ok
13:14:35.658;G1 X87.940 Y102.252 E10.22961;ok
13:14:35.681;G1 X87.996 Y101.989 E10.23757;ok
13:14:35.698;G1 X88.169 Y101.623 E10.24959;ok
13:14:35.705;G1 X88.365 Y101.316 E10.26042;ok
13:14:35.716;G1 X88.567 Y101.165 E10.26792;ok
13:14:35.729;G1 X88.585 Y101.115 E10.26947;ok
13:14:35.736;G1 X88.638 Y101.072 E10.27149;ok
13:14:35.760;G1 X88.682 Y100.943 E10.27556;ok
13:14:35.794;G1 X88.796 Y100.818 E10.28057;ok
13:14:35.799;G1 X88.861 Y100.703 E10.28452;ok
13:14:35.815;G1 X89.007 Y100.353 E10.29577;ok
13:14:35.826;G1 X89.075 Y99.799 E10.31234;ok
13:14:35.855;G1 X88.823 Y99.799 E10.31982;ok
13:14:35.875;G1 X88.776 Y99.650 E10.32445;ok
13:14:35.889;G1 X88.580 Y99.253 E10.33760;ok
13:14:35.908;G1 X88.414 Y99.003 E10.34652;ok
13:14:35.923;G1 X88.259 Y98.878 E10.35243;ok
13:14:35.941;G1 X88.067 Y98.646 E10.36137;ok
13:14:35.949;G1 X87.906 Y98.519 E10.36746;ok
13:14:35.964;G1 X87.802 Y98.249 E10.37607;ok
13:14:35.982;G1 X87.738 Y98.143 E10.37972;ok
13:14:36.010;G1 X87.748 Y97.940 E10.38575;ok
13:14:36.032;G1 X88.011 Y97.996 E10.39371;ok
13:14:36.050;G1 X88.376 Y98.168 E10.40572;ok
13:14:36.063;G1 X88.682 Y98.366 E10.41653;ok
13:14:36.067;G1 X88.835 Y98.567 E10.42403;ok
13:14:36.078;G1 X88.883 Y98.584 E10.42553;ok
13:14:36.086;M105;ok T:219.2 /220.0 B:69.9 /70.0 T0:219.2 /220.0 @:52 B@:48
13:14:36.113;G1 X88.926 Y98.638 E10.42758;ok
13:14:36.147;G1 X89.056 Y98.682 E10.43166;ok
13:14:36.152;G1 X89.180 Y98.796 E10.43666;ok
13:14:36.156;G1 X89.298 Y98.862 E10.44066;ok
13:14:36.166;G1 X89.648 Y99.007 E10.45191;ok
13:14:36.177;G1 X90.199 Y99.075 E10.46841;ok
13:14:36.206;G1 X90.199 Y98.842 E10.47531;ok
13:14:36.228;G1 X90.745 Y98.581 E10.49328;ok
13:14:36.241;G1 X90.998 Y98.414 E10.50228;ok
13:14:36.261;G1 X91.121 Y98.259 E10.50816;ok
13:14:36.276;G1 X91.354 Y98.067 E10.51713;ok
13:14:36.293;G1 X91.478 Y97.907 E10.52315;ok
13:14:36.301;G1 X91.782 Y97.788 E10.53282;ok
13:14:36.316;G1 X91.858 Y97.739 E10.53552;ok
13:14:36.333;G1 X92.004 Y97.746 E10.53983;ok
13:14:36.360;G1 X92.043 Y97.837 E10.54279;ok
13:14:36.386;G1 X92.027 Y97.937 E10.54580;ok
13:14:36.401;G1 X91.828 Y98.378 E10.56016;ok
13:14:36.410;G1 X91.634 Y98.682 E10.57088;ok
13:14:36.418;G1 X91.430 Y98.837 E10.57847;ok
13:14:36.430;G1 X91.414 Y98.884 E10.57994;ok
13:14:36.439;G1 X91.361 Y98.926 E10.58195;ok
13:14:36.464;G1 X91.318 Y99.056 E10.58604;ok
13:14:36.501;G1 X91.205 Y99.179 E10.59097;ok
13:14:36.502;G1 X91.137 Y99.296 E10.59501;ok
13:14:36.517;G1 X90.992 Y99.649 E10.60633;ok
13:14:36.557;G1 X90.932 Y100.147 E10.62122;ok
13:14:36.577;M204 S1000;ok
13:14:36.592;G1 X90.906 Y100.449 F9000.000;ok
13:14:36.611;G1 X90.927 Y100.556;ok
13:14:36.611;M204 S500;ok
13:14:36.611;G1 F900.000;ok
13:14:36.624;G1 X91.105 Y100.916 E10.63313;ok
13:14:36.646;G1 X90.650 Y100.729 E10.64775;ok
13:14:36.648;G1 X90.684 Y100.556 E10.65298;ok
13:14:36.653;G1 X90.875 Y100.556 E10.65864;ok
13:14:36.661;M204 S1000;ok
13:14:36.669;G1 X89.442 Y100.686 F9000.000;ok
13:14:36.670;M204 S500;ok
13:14:36.677;G1 F900.000;ok
13:14:36.678;G1 X89.442 Y100.928 E10.66582;ok
13:14:36.709;G1 X89.080 Y101.107 E10.67782;ok
13:14:36.727;G1 X89.270 Y100.651 E10.69248;ok
