time;codice;risposta
19:44:52.365;G1 F1800.000;ok
19:44:52.366;G1 X91.385 Y100.325 E10.06105;ok
19:44:52.379;M204 S1000;ok
19:44:52.381;G1 E0.06105 F4800.000;ok
19:44:52.381;G92 E0;ok
19:44:52.469;G1 Z0.400 F9000.000;ok
19:44:52.469;G1 X90.511 Y101.061;ok
19:44:52.470;G1 Z0.200;ok
19:44:52.701;G1 E10.00000 F3600.000;ok
19:44:52.701;M204 S500;ok
19:44:52.728;G1 F1800.000;ok
19:44:52.739;G1 X90.511 Y101.425 E10.00275;ok
19:44:52.747;M204 S1000;ok
19:44:52.757;G1 X90.109 Y100.888 F9000.000;ok
19:44:52.757;M204 S500;ok
19:44:52.765;M105;ok T:220.6 /220.0 B:70.0 /70.0 T0:220.6 /220.0 @:38 B@:48
19:44:52.765;G1 F1800.000;ok
19:44:52.772;G1 X89.286 Y100.888 E10.02725;ok
19:44:52.772;M204 S1000;ok
19:44:52.777;G1 X88.929 Y101.140 F9000.000;ok
19:44:52.778;M204 S500;ok
19:44:52.784;G1 F1800.000;ok
19:44:52.785;G1 X88.618 Y101.140 E10.03102;ok
19:44:52.792;M204 S1000;ok
19:44:52.792;G1 E0.03102 F4800.000;ok
19:44:52.792;G92 E0;ok
19:44:52.798;G1 Z0.400 F9000.000;ok
19:44:52.804;G1 X89.569 Y102.029;ok
19:44:52.804;G1 Z0.200;ok
19:44:52.805;G1 E10.00000 F3600.000;ok
19:44:52.805;M204 S500;ok
19:44:52.813;G1 F1800.000;ok
19:44:52.819;G1 X89.569 Y103.170 E10.01412;ok
19:44:52.824;M204 S1000;ok
19:44:52.841;M204 S500;ok
19:44:53.075;G1 X89.593 Y103.220 E10.01504;ok
19:44:53.081;M204 S1000;ok
19:44:53.081;M204 S500;ok
19:44:53.082;G1 X89.618 Y103.269 E10.01618;ok
19:44:53.192;M204 S1000;ok
19:44:53.192;M204 S500;ok
19:44:53.192;G1 X89.643 Y103.319 E10.01755;ok
19:44:53.199;M204 S1000;ok
19:44:53.199;M204 S500;ok
19:44:53.199;G1 X89.661 Y103.337 E10.01827;ok
19:44:53.242;G1 X89.661 Y103.606 E10.02573;ok
19:44:53.242;M204 S1000;ok
19:44:53.242;G1 X88.891 Y103.491 F9000.000;ok
19:44:53.242;M204 S500;ok
19:44:53.254;G1 F1800.000;ok
19:44:53.254;G1 X88.186 Y103.491 E10.02863;ok
19:44:53.359;M204 S1000;ok
19:44:53.360;G1 X87.661 Y103.372 F9000.000;ok
19:44:53.591;M204 S500;ok
19:44:53.596;G1 F1800.000;ok
19:44:53.596;G1 X87.503 Y103.368 E10.02932;ok
19:44:53.626;M204 S1000;ok
19:44:53.626;G1 X87.402 Y102.767 F9000.000;ok
19:44:53.650;M204 S500;ok
19:44:53.658;G1 F1800.000;ok
19:44:53.658;G1 X87.402 Y102.284 E10.03747;ok
19:44:53.706;M204 S1000;ok
19:44:53.706;G1 E0.03747 F4800.000;ok
19:44:53.721;G92 E0;ok
19:44:53.729;G1 Z0.400 F9000.000;ok
19:44:53.729;G1 X87.101 Y101.264;ok
19:44:53.758;G1 X86.496 Y101.264;ok
19:44:53.758;G1 X86.192 Y101.803;ok
19:44:53.994;M105;ok T:219.6 /220.0 B:70.1 /70.0 T0:219.6 /220.0 @:56 B@:32
19:44:53.994;G1 Z0.200;ok
19:44:54.111;G1 E10.00000 F3600.000;ok
19:44:54.164;M204 S500;ok
19:44:54.165;G1 F1800.000;ok
19:44:54.287;G1 X86.192 Y101.222 E10.01001;ok
19:44:54.514;M204 S1000;ok
19:44:54.577;G1 X85.721 Y100.596 F9000.000;ok
19:44:54.577;M204 S500;ok
19:44:54.583;G1 F1800.000;ok
19:44:54.585;G1 X85.063 Y100.579 E10.03673;ok
19:44:54.593;M204 S1000;ok
19:44:54.594;G1 X84.421 Y100.978 F9000.000;ok
19:44:54.622;M204 S500;ok
19:44:54.629;G1 F1800.000;ok
19:44:54.629;G1 X84.421 Y101.459 E10.04168;ok
19:44:54.671;M204 S1000;ok
19:44:54.672;G1 X84.649 Y101.816 F9000.000;ok
19:44:54.690;M204 S500;ok
19:44:54.697;G1 F1800.000;ok
19:44:54.697;G1 X84.649 Y102.668 E10.06872;ok
19:44:54.710;M204 S1000;ok
19:44:54.711;G1 X84.816 Y103.070 F9000.000;ok
19:44:54.737;M204 S500;ok
19:44:54.743;G1 F1800.000;ok
19:44:54.744;G1 X85.033 Y103.070 E10.07034;ok
19:44:54.784;M204 S1000;ok
19:44:54.784;G1 X85.391 Y103.363 F9000.000;ok
19:44:55.017;M105;ok T:219.8 /220.0 B:70.1 /70.0 T0:219.8 /220.0 @:51 B@:19
19:44:55.023;M204 S500;ok
19:44:55.023;G1 F1800.000;ok
19:44:55.139;G1 X86.572 Y103.363 E10.09174;ok
19:44:55.139;M204 S1000;ok
19:44:55.143;M204 S500;ok
19:44:55.176;G1 X86.640 Y103.384 E10.09327;ok
19:44:55.184;M204 S1000;ok
19:44:55.184;M204 S500;ok
19:44:55.184;G1 X86.708 Y103.405 E10.09496;ok
19:44:55.206;G1 X86.714 Y103.447 E10.09599;ok
19:44:55.207;G1 X86.583 Y103.591 E10.10066;ok
19:44:55.230;M204 S1000;ok
19:44:55.236;G1 E0.10066 F4800.000;ok
19:44:55.236;G92 E0;ok
19:44:55.354;G1 Z0.400 F9000.000;ok
19:44:55.354;G1 X86.057 Y108.123;ok
19:44:55.354;G1 Z0.200;ok
19:44:55.587;G1 E10.00000 F3600.000;ok
19:44:55.587;M204 S500;ok
19:44:55.629;G1 F1800.000;ok
19:44:55.662;G1 X86.057 Y107.768 E10.00181;ok
19:44:55.703;M204 S1000;ok
19:44:55.737;G1 E0.00181 F4800.000;ok
19:44:55.763;G92 E0;ok
19:44:55.772;G1 Z0.400 F9000.000;ok
19:44:55.772;G1 X84.779 Y105.729;ok
19:44:55.772;G1 Z0.200;ok
19:44:55.791;G1 E10.00000 F3600.000;ok
19:44:55.791;M204 S500;ok
19:44:55.841;G1 F1800.000;ok
19:44:55.862;G1 X84.779 Y105.346 E10.00549;ok
19:44:55.907;G1 X84.766 Y105.333 E10.00576;ok
19:44:55.907;M204 S1000;ok
19:44:55.964;M105;ok T:220.4 /220.0 B:70.0 /70.0 T0:220.4 /220.0 @:40 B@:47
19:44:55.972;M204 S500;ok
19:44:55.972;G1 X84.747 Y105.296 E10.00625;ok
19:44:55.972;M204 S1000;ok
19:44:55.972;M204 S500;ok
19:44:55.980;G1 X84.729 Y105.260 E10.00662;ok
19:44:55.980;M204 S1000;ok
19:44:55.980;M204 S500;ok
19:44:55.981;G1 X84.729 Y105.204 E10.00696;ok
19:44:55.993;M204 S1000;ok
19:44:55.993;G1 X83.998 Y104.943 F9000.000;ok
19:44:55.994;M204 S500;ok
19:44:55.994;G1 F1800.000;ok
19:44:55.998;G1 X83.998 Y104.624 E10.01072;ok
19:44:56.005;G1 X83.975 Y104.577 E10.01134;ok
19:44:56.005;M204 S1000;ok
19:44:56.006;M204 S500;ok
19:44:56.012;G1 X83.919 Y104.474 E10.01364;ok
19:44:56.231;G1 X83.919 Y103.737 E10.02812;ok
19:44:56.231;M204 S1000;ok
19:44:56.236;G1 X83.225 Y104.316 F9000.000;ok
19:44:56.236;M204 S500;ok
19:44:56.351;G1 F1800.000;ok
19:44:56.351;G1 X82.592 Y104.316 E10.04421;ok
19:44:56.470;M204 S1000;ok
19:44:56.470;G1 E0.04421 F4800.000;ok
19:44:56.578;G92 E0;ok
19:44:56.587;G1 Z0.400 F9000.000;ok
19:44:56.587;G1 X83.212 Y103.963;ok
19:44:56.821;G1 X83.902 Y103.017;ok
19:44:56.854;G1 X83.902 Y102.373;ok
19:44:57.093;M105;ok T:220.2 /220.0 B:70.1 /70.0 T0:220.2 /220.0 @:44 B@:25
19:44:57.094;G1 X82.618 Y102.373;ok
19:44:57.209;G1 X81.786 Y102.768;ok
19:44:57.209;G1 Z0.200;ok
19:44:57.317;G1 E10.00000 F3600.000;ok
19:44:57.322;M204 S500;ok
19:44:57.404;G1 F1800.000;ok
19:44:57.639;G1 X82.081 Y102.768 E10.00209;ok
19:44:57.671;M204 S1000;ok
19:44:57.679;G1 X82.072 Y102.664 F9000.000;ok
19:44:57.700;M204 S500;ok
19:44:57.709;G1 F1800.000;ok
19:44:57.709;G1 X82.313 Y102.664 E10.00402;ok
19:44:57.737;M204 S1000;ok
19:44:57.737;M204 S500;ok
19:44:57.738;G1 X82.359 Y102.653 E10.00443;ok
19:44:57.747;G1 X82.366 Y102.616 E10.00476;ok
19:44:57.748;G1 X82.366 Y102.173 E10.00862;ok
19:44:57.768;M204 S1000;ok
19:44:57.768;M204 S500;ok
19:44:57.769;G1 X82.488 Y101.928 E10.01180;ok
19:44:57.778;M204 S1000;ok
19:44:57.778;M204 S500;ok
19:44:57.778;G1 X82.611 Y101.683 E10.01577;ok
19:44:57.811;M204 S1000;ok
19:44:57.811;M204 S500;ok
19:44:57.811;G1 X82.733 Y101.438 E10.02054;ok
19:44:57.861;M204 S1000;ok
19:44:57.864;G1 X82.523 Y101.278 F9000.000;ok
19:44:57.864;M204 S500;ok
19:44:58.099;G1 F1800.000;ok
19:44:58.100;G1 X82.523 Y101.851 E10.04054;ok
19:44:58.215;M105;ok T:219.3 /220.0 B:70.1 /70.0 T0:219.3 /220.0 @:57 B@:20
19:44:58.215;M204 S1000;ok
19:44:58.215;M204 S500;ok
19:44:58.249;G1 X82.535 Y101.951 E10.04427;ok
19:44:58.254;G1 X82.601 Y101.972 E10.04682;ok
19:44:58.254;M204 S1000;ok
19:44:58.254;M204 S500;ok
19:44:58.274;G1 X82.733 Y102.012 E10.05052;ok
19:44:58.291;G1 X83.645 Y102.012 E10.07496;ok
19:44:58.291;M204 S1000;ok
19:44:58.301;G1 E0.07496 F4800.000;ok
19:44:58.301;G92 E0;ok
19:44:58.337;G1 Z0.400 F9000.000;ok
19:44:58.337;G1 X82.933 Y101.651;ok
19:44:58.369;G1 X82.761 Y100.599;ok
19:44:58.369;G1 Z0.200;ok
19:44:58.369;G1 E10.00000 F3600.000;ok
19:44:58.484;M204 S500;ok
19:44:58.721;G1 F1800.000;ok
19:44:58.746;G1 X82.560 Y100.498 E10.00340;ok
19:44:58.755;M204 S1000;ok
19:44:58.779;M204 S500;ok
19:44:58.794;G1 X82.359 Y100.398 E10.00596;ok
19:44:58.804;M204 S1000;ok
19:44:58.804;M204 S500;ok
19:44:58.805;G1 X82.174 Y100.398 E10.00736;ok
19:44:58.816;M204 S1000;ok
19:44:58.816;G1 E0.00736 F4800.000;ok
19:44:58.816;G92 E0;ok
19:44:58.825;G1 Z0.400 F9000.000;ok
19:44:58.826;G1 X90.984 Y107.744;ok
19:44:58.826;G1 Z0.200;ok
19:44:58.833;G1 E10.00000 F3600.000;ok
19:44:58.833;M204 S500;ok
19:44:58.846;G1 F1800.000;ok
19:44:58.885;G1 X90.253 Y107.771 E10.00699;ok
19:44:58.892;M204 S1000;ok
19:44:58.901;G1 E0.00699 F4800.000;ok
19:44:58.901;G92 E0;ok
19:44:58.950;G1 Z0.400 F9000.000;ok
19:44:58.950;G1 X88.548 Y105.595;ok
19:44:58.951;G1 Z0.200;ok
19:44:59.186;G1 E10.00000 F3600.000;ok
19:44:59.186;M204 S500;ok
19:44:59.301;M105;ok T:220.0 /220.0 B:69.9 /70.0 T0:220.0 /220.0 @:44 B@:61
19:44:59.301;G1 F1800.000;ok
19:44:59.378;G1 X88.548 Y106.355 E10.02047;ok
19:44:59.495;M204 S1000;ok
19:44:59.496;G1 E0.02047 F4800.000;ok
19:44:59.724;G92 E0;ok
19:44:59.731;G1 Z0.400 F9000.000;ok
19:44:59.731;G1 X89.743 Y106.153;ok
19:44:59.731;G1 Z0.200;ok
19:44:59.750;G1 E10.00000 F3600.000;ok
19:44:59.750;M204 S500;ok
19:44:59.762;G1 F1800.000;ok
19:44:59.779;G1 X89.743 Y105.403 E10.01451;ok
19:45:00.133;G1 X89.718 Y105.327 E10.01607;ok
19:45:00.133;M204 S1000;ok
19:45:00.322;M204 S500;ok
19:45:00.327;G1 X89.664 Y105.205 E10.01974;ok
19:45:00.442;M105;ok T:219.9 /220.0 B:70.2 /70.0 T0:219.9 /220.0 @:46 B@:5
19:45:00.442;M204 S1000;ok
19:45:00.442;M204 S500;ok
19:45:00.677;G1 X89.694 Y105.090 E10.02400;ok
19:45:00.681;G1 X89.860 Y105.055 E10.03009;ok
19:45:00.681;M204 S1000;ok
19:45:00.681;M204 S500;ok
19:45:00.750;G1 X90.255 Y105.055 E10.04292;ok
19:45:00.970;G1 X90.270 Y105.033 E10.04379;ok
19:45:00.970;M204 S1000;ok
19:45:00.970;M204 S500;ok
19:45:01.087;G1 X90.285 Y105.011 E10.04456;ok
19:45:01.168;M204 S1000;ok
19:45:01.168;M204 S500;ok
19:45:01.168;G1 X90.301 Y104.989 E10.04523;ok
19:45:01.168;M204 S1000;ok
19:45:01.168;M204 S500;ok
19:45:01.173;G1 X90.316 Y104.967 E10.04580;ok
19:45:01.178;M204 S1000;ok
19:45:01.178;M204 S500;ok
19:45:01.178;G1 X90.331 Y104.946 E10.04628;ok
19:45:01.188;M204 S1000;ok
19:45:01.188;M204 S500;ok
19:45:01.188;G1 X90.349 Y104.927 E10.04665;ok
19:45:01.284;M204 S1000;ok
19:45:01.284;M204 S500;ok
19:45:01.284;G1 X90.366 Y104.893 E10.04707;ok
19:45:01.284;M204 S1000;ok
19:45:01.284;M204 S500;ok
19:45:01.289;G1 X90.383 Y104.860 E10.04739;ok
19:45:01.300;M204 S1000;ok
19:45:01.300;M204 S500;ok
19:45:01.301;G1 X90.383 Y103.963 E10.05240;ok
19:45:01.517;M105;ok T:219.4 /220.0 B:69.9 /70.0 T0:219.4 /220.0 @:55 B@:52
19:45:01.518;M204 S1000;ok
19:45:01.518;G1 X90.417 Y103.439 F9000.000;ok
19:45:01.526;M204 S500;ok
19:45:01.526;G1 F1800.000;ok
19:45:01.532;G1 X91.153 Y103.438 E10.07820;ok
19:45:01.580;G1 X91.197 Y103.362 E10.08129;ok
19:45:01.580;M204 S1000;ok
19:45:01.820;M204 S500;ok
19:45:01.935;G1 X91.242 Y103.286 E10.08340;ok
19:45:01.935;G1 X91.216 Y103.250 E10.08446;ok
19:45:01.935;M204 S1000;ok
19:45:01.935;M204 S500;ok
19:45:01.988;G1 X91.140 Y103.142 E10.08634;ok
19:45:02.096;M204 S1000;ok
19:45:02.096;G1 X91.795 Y103.314 F9000.000;ok
19:45:02.096;M204 S500;ok
19:45:02.108;G1 F1800.000;ok
19:45:02.109;G1 X91.795 Y102.888 E10.09002;ok
19:45:02.340;M204 S1000;ok
19:45:02.340;M204 S500;ok
19:45:02.377;G1 X91.865 Y102.748 E10.09183;ok
19:45:02.388;M204 S1000;ok
19:45:02.388;M204 S500;ok
19:45:02.389;G1 X91.935 Y102.608 E10.09410;ok
19:45:02.400;M204 S1000;ok
19:45:02.400;M204 S500;ok
19:45:02.401;G1 X92.005 Y102.468 E10.09681;ok
19:45:02.412;M204 S1000;ok
19:45:02.412;G1 X92.944 Y102.351 F9000.000;ok
19:45:02.412;M204 S500;ok
19:45:02.422;G1 F1800.000;ok
19:45:02.422;G1 X94.020 Y102.351 E10.11784;ok
19:45:02.431;G1 X94.116 Y102.370 E10.11974;ok
19:45:02.431;G1 X94.172 Y102.617 E10.12468;ok
19:45:02.439;M204 S1000;ok
19:45:02.439;M204 S500;ok
19:45:02.449;G1 X94.189 Y102.669 E10.12623;ok
19:45:02.462;G1 X94.171 Y102.722 E10.12780;ok
19:45:02.462;M204 S1000;ok
19:45:02.462;M204 S500;ok
19:45:02.462;G1 X94.153 Y102.774 E10.12920;ok
19:45:02.477;M204 S1000;ok
19:45:02.478;M204 S500;ok
19:45:02.478;G1 X94.135 Y102.827 E10.13043;ok
19:45:02.483;M204 S1000;ok
19:45:02.483;M204 S500;ok
19:45:02.483;G1 X94.135 Y104.235 E10.15726;ok
19:45:02.495;G1 X94.113 Y104.335 E10.15921;ok
19:45:02.495;G1 X94.020 Y104.353 E10.16102;ok
19:45:02.537;M105;ok T:220.4 /220.0 B:70.3 /70.0 T0:220.4 /220.0 @:38 B@:1
19:45:02.547;G1 X93.519 Y104.353 E10.17058;ok
19:45:02.547;M204 S1000;ok
19:45:02.559;G1 X93.565 Y104.675 F9000.000;ok
19:45:02.564;M204 S500;ok
19:45:02.574;G1 F1800.000;ok
19:45:02.574;G1 X92.180 Y104.675 E10.18709;ok
19:45:02.588;G1 X92.100 Y104.708 E10.18812;ok
19:45:02.588;M204 S1000;ok
19:45:02.609;M204 S500;ok
19:45:02.622;G1 X92.060 Y104.725 E10.18901;ok
19:45:02.635;G1 X92.056 Y105.197 E10.19859;ok
19:45:02.635;G1 X91.997 Y105.218 E10.19987;ok
19:45:02.635;M204 S1000;ok
19:45:02.635;M204 S500;ok
19:45:02.651;G1 X91.938 Y105.240 E10.20094;ok
19:45:02.654;M204 S1000;ok
19:45:02.654;M204 S500;ok
19:45:02.655;G1 X91.818 Y105.254 E10.20257;ok
19:45:02.667;G1 X91.803 Y105.321 E10.20348;ok
19:45:02.668;G1 X91.667 Y105.564 E10.20723;ok
19:45:02.676;M204 S1000;ok
19:45:02.676;M204 S500;ok
19:45:02.726;G1 X91.532 Y105.808 E10.21383;ok
19:45:02.737;M204 S1000;ok
19:45:02.737;G1 X91.906 Y106.165 F9000.000;ok
19:45:02.737;M204 S500;ok
19:45:02.755;G1 F1800.000;ok
19:45:02.756;G1 X91.906 Y107.188 E10.25271;ok
19:45:02.762;M204 S1000;ok
19:45:02.764;G1 X92.135 Y107.648 F9000.000;ok
19:45:02.764;M204 S500;ok
19:45:02.775;G1 F1800.000;ok
19:45:02.775;G1 X92.498 Y107.648 E10.25893;ok
19:45:02.788;M204 S1000;ok
19:45:02.789;G1 E0.25893 F4800.000;ok
19:45:02.803;G92 E0;ok
19:45:02.814;G1 Z0.400 F9000.000;ok
19:45:02.814;G1 X93.533 Y106.698;ok
19:45:02.814;G1 Z0.200;ok
19:45:02.822;G1 E10.00000 F3600.000;ok
19:45:02.822;M204 S500;ok
19:45:02.831;G1 F1800.000;ok
19:45:02.842;G1 X93.533 Y107.078 E10.00331;ok
19:45:02.930;G1 X93.500 Y107.147 E10.00398;ok
19:45:02.930;M204 S1000;ok
19:45:02.930;M204 S500;ok
19:45:02.938;G1 X93.483 Y107.181 E10.00463;ok
19:45:02.948;G1 X93.483 Y107.299 E10.00665;ok
19:45:02.948;M204 S1000;ok
19:45:02.956;G1 X93.943 Y107.653 F9000.000;ok
19:45:02.956;M204 S500;ok
19:45:02.964;G1 F1800.000;ok
19:45:02.971;G1 X94.953 Y107.653 E10.01863;ok
19:45:02.971;M204 S1000;ok
19:45:02.971;G1 E0.01863 F4800.000;ok
19:45:02.971;G92 E0;ok
19:45:02.983;G1 Z0.400 F9000.000;ok
19:45:02.983;G1 X94.859 Y106.851;ok
19:45:02.991;G1 X93.801 Y105.103;ok
19:45:02.991;G1 Z0.200;ok
19:45:02.991;G1 E10.00000 F3600.000;ok
19:45:03.013;M204 S500;ok
19:45:03.070;G1 F1800.000;ok
19:45:03.093;G1 X93.801 Y105.752 E10.01296;ok
19:45:03.128;M204 S1000;ok
19:45:03.366;G1 X94.038 Y106.202 F9000.000;ok
19:45:03.478;M204 S500;ok
19:45:03.485;G1 F1800.000;ok
19:45:03.485;G1 X94.512 Y106.202 E10.02026;ok
19:45:03.539;M204 S1000;ok
19:45:03.540;G1 X94.917 Y105.416 F9000.000;ok
19:45:03.647;M105;ok T:219.8 /220.0 B:70.1 /70.0 T0:219.8 /220.0 @:45 B@:36
19:45:03.657;M204 S500;ok
19:45:03.657;G1 F1800.000;ok
19:45:03.890;G1 X94.917 Y105.165 E10.02239;ok
19:45:03.890;M204 S1000;ok
19:45:03.895;G1 X94.736 Y104.828 F9000.000;ok
19:45:03.913;M204 S500;ok
19:45:03.922;G1 F1800.000;ok
19:45:03.924;G1 X94.751 Y104.430 E10.03001;ok
19:45:03.932;G1 X94.866 Y104.401 E10.03229;ok
19:45:03.933;G1 X95.029 Y104.401 E10.03539;ok
19:45:03.939;M204 S1000;ok
19:45:03.961;G1 E0.03539 F4800.000;ok
19:45:03.961;G92 E0;ok
19:45:04.025;G1 Z0.400 F9000.000;ok
19:45:04.025;G1 X94.197 Y102.669;ok
19:45:04.025;G1 Z0.200;ok
19:45:04.264;G1 E10.00000 F3600.000;ok
19:45:04.264;M204 S500;ok
19:45:04.378;G1 F1800.000;ok
19:45:04.413;G1 X94.189 Y102.669 E10.00022;ok
19:45:04.489;M204 S1000;ok
19:45:04.588;G1 E0.00022 F4800.000;ok
19:45:04.816;M105;ok T:220.5 /220.0 B:70.0 /70.0 T0:220.5 /220.0 @:32 B@:51
19:45:04.816;G92 E0;ok
19:45:04.818;G1 Z0.400 F9000.000;ok
19:45:04.818;G1 X93.501 Y101.676;ok
19:45:04.827;G1 X93.501 Y101.176;ok
19:45:04.831;G1 X93.670 Y100.577;ok
19:45:04.866;G1 Z0.200;ok
19:45:04.890;G1 E10.00000 F3600.000;ok
19:45:04.890;M204 S500;ok
19:45:04.925;G1 F1800.000;ok
19:45:04.962;G1 X93.670 Y100.273 E10.00288;ok
19:45:04.983;M204 S1000;ok
19:45:05.004;G1 E0.00288 F4800.000;ok
19:45:05.004;G92 E0;ok
19:45:05.040;G1 Z0.400 F9000.000;ok
19:45:05.040;G1 X95.061 Y100.378;ok
19:45:05.040;G1 Z0.200;ok
19:45:05.046;G1 E10.00000 F3600.000;ok
19:45:05.046;M204 S500;ok
19:45:05.057;G1 F1800.000;ok
19:45:05.296;G1 X95.061 Y100.907 E10.00456;ok
19:45:05.411;M204 S1000;ok
19:45:05.480;M204 S500;ok
19:45:05.591;G1 X95.081 Y100.971 E10.00532;ok
19:45:05.598;G1 X95.113 Y100.975 E10.00568;ok
19:45:05.637;G1 X95.643 Y100.975 E10.01167;ok
19:45:05.827;M105;ok T:220.0 /220.0 B:70.2 /70.0 T0:220.0 /220.0 @:40 B@:14
19:45:05.827;M204 S1000;ok
19:45:05.828;G1 E0.01167 F4800.000;ok
19:45:05.828;G92 E0;ok
19:45:05.836;G1 Z0.400 F9000.000;ok
19:45:05.840;G1 X96.106 Y99.995;ok
19:45:05.840;G1 Z0.200;ok
19:45:06.069;G1 E10.00000 F3600.000;ok
19:45:06.069;M204 S500;ok
19:45:06.183;G1 F1800.000;ok
19:45:06.226;G1 X96.106 Y100.192 E10.00347;ok
19:45:06.238;M204 S1000;ok
19:45:06.264;M204 S500;ok
19:45:06.377;G1 X96.125 Y100.245 E10.00464;ok
19:45:06.382;M204 S1000;ok
19:45:06.382;M204 S500;ok
19:45:06.384;G1 X96.145 Y100.297 E10.00599;ok
19:45:06.613;M204 S1000;ok
19:45:06.613;M204 S500;ok
19:45:06.614;G1 X96.164 Y100.350 E10.00749;ok
19:45:06.620;G1 X96.717 Y100.353 E10.02231;ok
19:45:06.620;M204 S1000;ok
19:45:06.642;G1 E0.02231 F4800.000;ok
19:45:06.642;G92 E0;ok
19:45:06.648;G1 Z0.400 F9000.000;ok
19:45:06.649;G1 X96.360 Y101.915;ok
19:45:06.649;G1 Z0.200;ok
19:45:06.883;M105;ok T:219.8 /220.0 B:70.1 /70.0 T0:219.8 /220.0 @:44 B@:34
19:45:06.999;G1 E10.00000 F3600.000;ok
19:45:07.057;M204 S500;ok
19:45:07.057;G1 F1800.000;ok
19:45:07.177;G1 X96.360 Y102.513 E10.00911;ok
19:45:07.179;M204 S1000;ok
19:45:07.409;G1 X95.911 Y102.736 F9000.000;ok
19:45:07.442;M204 S500;ok
19:45:07.453;G1 F1800.000;ok
19:45:07.453;G1 X95.808 Y102.788 E10.01027;ok
19:45:07.487;M204 S1000;ok
19:45:07.487;M204 S500;ok
19:45:07.720;G1 X95.705 Y102.839 E10.01114;ok
19:45:07.727;M204 S1000;ok
19:45:07.727;M204 S500;ok
19:45:07.728;G1 X95.589 Y102.839 E10.01172;ok
19:45:07.843;G1 X94.900 Y103.184 E10.01560;ok
19:45:07.843;M204 S1000;ok
19:45:07.889;G1 X94.778 Y102.997 F9000.000;ok
19:45:07.889;M204 S500;ok
19:45:08.007;M105;ok T:219.3 /220.0 B:70.2 /70.0 T0:219.3 /220.0 @:52 B@:19
19:45:08.007;G1 F1800.000;ok
19:45:08.243;G1 X95.589 Y102.997 E10.04088;ok
19:45:08.243;M204 S1000;ok
19:45:08.243;G1 E0.04088 F4800.000;ok
19:45:08.255;G92 E0;ok
19:45:08.263;G1 Z0.400 F9000.000;ok
19:45:08.264;G1 X96.016 Y103.933;ok
19:45:08.264;G1 Z0.200;ok
19:45:08.272;G1 E10.00000 F3600.000;ok
19:45:08.272;M204 S500;ok
19:45:08.304;G1 F1800.000;ok
19:45:08.542;G1 X96.693 Y103.933 E10.01816;ok
19:45:08.722;G1 X96.806 Y103.894 E10.02137;ok
19:45:08.722;M204 S1000;ok
19:45:08.831;M204 S500;ok
19:45:08.839;G1 X96.919 Y103.854 E10.02576;ok
19:45:09.074;M105;ok T:219.9 /220.0 B:70.1 /70.0 T0:219.9 /220.0 @:41 B@:31
19:45:09.074;G1 X96.943 Y103.534 E10.03754;ok
19:45:09.115;G1 X96.895 Y103.479 E10.04021;ok
19:45:09.115;M204 S1000;ok
19:45:09.119;M204 S500;ok
19:45:09.138;G1 X96.874 Y103.450 E10.04142;ok
19:45:09.144;M204 S1000;ok
19:45:09.144;M204 S500;ok
19:45:09.145;G1 X96.853 Y103.421 E10.04250;ok
19:45:09.154;M204 S1000;ok
19:45:09.154;M204 S500;ok
19:45:09.155;G1 X96.831 Y103.392 E10.04345;ok
19:45:09.155;M204 S1000;ok
19:45:09.159;G1 X96.943 Y103.534 F9000.000;ok
19:45:09.159;M204 S500;ok
19:45:09.165;G1 F1800.000;ok
19:45:09.166;G1 X97.151 Y103.471 E10.05096;ok
19:45:09.169;M204 S1000;ok
19:45:09.172;G1 E0.05096 F4800.000;ok
19:45:09.174;G92 E0;ok
19:45:09.183;G1 Z0.400 F9000.000;ok
19:45:09.183;G1 X97.008 Y103.054;ok
19:45:09.196;G1 X97.008 Y102.477;ok
19:45:09.196;G1 X98.382 Y100.974;ok
19:45:09.210;G1 Z0.200;ok
19:45:09.273;G1 E10.00000 F3600.000;ok
19:45:09.273;M204 S500;ok
19:45:09.510;G1 F1800.000;ok
19:45:09.626;G1 X98.382 Y100.680 E10.00266;ok
19:45:09.673;M204 S1000;ok
19:45:09.788;G1 E0.00266 F4800.000;ok
19:45:10.017;G92 E0;ok
19:45:10.027;G1 Z0.400 F9000.000;ok
19:45:10.027;G1 X97.499 Y99.729;ok
19:45:10.027;G1 X96.434 Y98.580;ok
19:45:10.069;G1 Z0.200;ok
19:45:10.069;G1 E10.00000 F3600.000;ok
19:45:10.077;M204 S500;ok
19:45:10.084;G1 F1800.000;ok
19:45:10.093;G1 X95.394 Y98.580 E10.04195;ok
19:45:10.107;G1 X95.285 Y98.556 E10.04647;ok
19:45:10.107;M204 S1000;ok
19:45:10.125;M204 S500;ok
19:45:10.131;G1 X95.176 Y98.531 E10.05190;ok
19:45:10.371;M105;ok T:219.3 /220.0 B:70.1 /70.0 T0:219.3 /220.0 @:51 B@:32
19:45:10.371;G1 X95.157 Y98.434 E10.05668;ok
19:45:10.371;M204 S1000;ok
19:45:10.486;M204 S500;ok
19:45:10.493;G1 X95.139 Y98.338 E10.06116;ok
19:45:10.508;M204 S1000;ok
19:45:10.508;M204 S500;ok
19:45:10.511;G1 X95.139 Y97.711 E10.08776;ok
19:45:10.524;M204 S1000;ok
19:45:10.525;G1 X95.041 Y96.887 F9000.000;ok
19:45:10.525;M204 S500;ok
